SYSTEM:task_id	INPUT:name	INPUT:playlist-1	INPUT:playlist-2	INPUT:playlist-3	INPUT:track	OUTPUT:result	CONFIDENCE:result	GOLDEN:result	
00023065ac--638f7edab269e52197e9844e	71 Digits, Chico Rose, Deepend.Somebody's Watching Me	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/69563104	yes	100.00%	yes	
00023065ac--638f7edab269e52197e9844f	Люся Чеботина.Солнце Монако	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/93126179	no	100.00%	no	
00023065ac--638f7edab269e52197e98450	Ваня Дмитриенко.31-я весна	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/108470485	yes	99.99%	yes	
00023065ac--638f7edab269e52197e98451	CHEBANOV.Люби меня, люби	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/109274714	yes	99.99%	yes	
00023065ac--638f7edab269e52197e98452	Mary Gu.Если в сердце живёт любовь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/100308318	yes	99.99%	yes	
00023065ac--638f7edab269e52197e98453	Yves V, Ilkay Sencan, Emie.Not So Bad	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/61288362	no	0.00%	yes	
00023065ac--638f7edab269e52197e98454	BRANYA, MACAN.Пополам	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/85192958	no	99.98%		
00023065ac--638f7edab269e52197e98455	Антон Беляев.Лететь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/39128736	yes	99.97%		
00023065ac--638f7edab269e52197e98456	Zivert.Beverly Hills	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/56920237	no	99.99%		
00023065ac--638f7edab269e52197e98457	The xx.Intro	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/6679078	no	82.51%		
00023065ac--638f7edab269e52197e98458	Король и Шут.Кукла колдуна	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/50685843	no	61.13%		
00023065ac--638f7edab269e52197e98459	HENSY.Поболело и прошло	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/66322065	no	99.99%		
00023065ac--638f7edab269e52197e9845a	Artik & Asti.Любовь после тебя	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/87659100	no	99.93%		
00023065ac--638f7edab269e52197e9845b	VERVGE.Dark Ice	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107311878	no	27.52%		
00023065ac--638f7edab269e52197e9845c	Alis Shuka, byjoelmichael.Not About Us. Byjoemichael Remix	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94819879	yes	99.97%		
00023065ac--638f7edab269e52197e9845d	Imagine Dragons.Believer	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/33311009	no	92.87%		
00023065ac--638f7edab269e52197e9845e	NЮ, Асия.Останься	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/89305091	no	99.96%		
00023065ac--638f7edab269e52197e9845f	HammAli & Navai.Прятки	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54798445	no	99.99%		
00023065ac--638f7edab269e52197e98460	Besomage, Meric Again, Nito-Onna.I Will Survive	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/88974434	yes	66.66%		
00023065ac--638f7edab269e52197e98461	Minelli.Rampampam	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/78426489	no	99.99%		
00023065ac--638f7edab269e52197e98462	Ramil'.Сон	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/80467880	no	99.99%		
00023065ac--638f7edab269e52197e98463	MOT.Любовь как спецэффект	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107120308	no	81.29%		
00023065ac--638f7edab269e52197e98464	Liili.Hot	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/96215069	no	78.35%		
00023065ac--638f7edab269e52197e98465	Akmal'.Из-за тебя	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/92535019	no	90.00%		
00023065ac--638f7edab269e52197e98466	airshade.tied to you	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107675993	no	99.93%		
00023065ac--638f7edab269e52197e98467	Max Fane.Supernova	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94976082	no	99.93%		
00023065ac--638f7edab269e52197e98468	fenekot.Let Me Down Slowly	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/91624971	yes	99.90%		
00023065ac--638f7edab269e52197e98469	Dabro.На часах ноль-ноль	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/82783144	no	99.93%		
00023065ac--638f7edab269e52197e9846a	Dance Fruits Music, Steve Void.Sweet Dreams (Are Made of This)	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/83511876	yes	99.99%		
00023065ac--638f7edab269e52197e9846b	Король и Шут.Лесник	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/50684233	no	99.89%		
00023065ac--638f7edab269e52197e9846c	Al Fakher.#Музыкадлядуши	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54206389	no	99.80%		
00023065ac--638f7edab269e52197e9846d	fenekot.Heat Waves	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/100032744	no	99.80%		
00023065ac--638f7edab269e52197e9846e	ELMAN, JONY.Балкон	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/76406591	no	99.89%		
00023065ac--638f7edab269e52197e9846f	JONY.Love Your Voice	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/53915872	no	99.99%		
00023065ac--638f7edab269e52197e98470	Звери.Районы-кварталы	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/17563784	no	99.99%		
00023065ac--638f7edab269e52197e98471	Chris Yank.Холодно	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/97283156	no	99.99%		
00023065ac--638f7edab269e52197e98472	ANIVAR.Любимый человек	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54014103	no	99.98%		
00023065ac--638f7edab269e52197e98473	Amirchik.Не верю	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107885648	no	99.98%		
00023065ac--638f7edab269e52197e98474	Miyagi & Andy Panda, Mav-d.Marmalade	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/95089997	no	99.93%		
00023065ac--638f7edab269e52197e98475	Rauf & Faik, NILETTO.Если тебе будет грустно	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/70619465	no	99.58%		
00023065ac--638f7edab269e52197e98476	Klaas, Mister Ruiz.Feel Only Love	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/85088913	no	99.97%		
00023065ac--638f7edab269e52197e98477	FILV.Balenciaga	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/53694971	no	99.72%		
00023065ac--638f7edab269e52197e98478	INNA, Alok, Sofi Tukker.It Don’t Matter	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/94697345	no	99.99%		
00023065ac--638f7edab269e52197e98479	Градусы.Режиссер	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/582507	no	98.18%		
00023065ac--638f7edab269e52197e9847a	Kaleida.Take Me To The River	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/23269133	no	13.86%		
00023065ac--638f7edab269e52197e9847b	Бумбокс.Вахтёрам	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/33308946	no	99.89%		
00023065ac--638f7edab269e52197e9847c	Gidayyat, DVNIAR.Сомбреро	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107782614	no	99.90%		
00023065ac--638f7edab269e52197e9847d	Butch U.Combo	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107698702	yes	99.94%		
00023065ac--638f7edab269e52197e9847e	Ofenbach.Be Mine	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/32188268	no	99.99%		
00023065ac--638f7edab269e52197e9847f	ХАБИБ.Ягода малинка	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73376988	no	99.99%		
00023065ac--638f7edab269e52197e98480	Miko.Девочка в тренде	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54945765	no	74.33%		
00023065ac--638f7edab269e52197e98481	Galibri & Mavik.Лампочки	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/100862369	no	99.97%		
00023065ac--638f7edab269e52197e98482	Zivert.Три Дня Любви	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/92079770	no	27.52%		
00023065ac--638f7edab269e52197e98483	Yves V, Ilkay Sencan, Emie.Not So Bad	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/61288362	no	0.44%		
00023065ac--638f7edab269e52197e98484	ELMAN.Муза	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73540004	no	99.93%		
00023065ac--638f7edab269e52197e98485	Timran, ZELL, Batrai.Берега	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/85685310	no	99.99%		
00023065ac--638f7edab269e52197e98486	Minelli, Filatov.Rampampam	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/82356861	no	99.80%		
00023065ac--638f7edab269e52197e98487	Jay Leemo.Улетай	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/41969152	no	99.99%		
00023065ac--638f7edab269e52197e98488	XD, Kiki.Summertime Sadness	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/78171444	yes	99.99%		
00023065ac--638f7edab269e52197e98489	RASA.ПОГУДИМ	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/106341605	no	99.99%		
00023065ac--638f7edab269e52197e9848a	Coolio, L.V..Gangsta's Paradise	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/137670	no	76.51%		
00023065ac--638f7edab269e52197e9848b	Dennis Lloyd.Nevermind	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/34645754	no	99.38%		
00023065ac--638f7edab269e52197e9848c	Braaten, Chrit Leaf, RYVM.Waiting for You	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/88311423	no	99.80%		
00023065ac--638f7edab269e52197e9848d	Inossi.Nightfall	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/87495837	no	99.93%		
00023065ac--638f7edab269e52197e9848e	Ed Sheeran.Shape of You	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/32947997	no	92.87%		
00023065ac--638f7edab269e52197e9848f	Chris Yank, Treemaine.Холодно	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/101252101	no	99.60%		
00023065ac--638f7edab269e52197e98490	Nebezao, Андрей Леницкий.Целуешь, прощаешь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/63686699	no	99.99%		
00023065ac--638f7edab269e52197e98491	Artik & Asti.Лампочки	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/79071659	no	92.87%		
00023065ac--638f7edab269e52197e98492	The Weeknd.Blinding Lights	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/60292250	no	99.99%		
00023065ac--638f7edab269e52197e98493	Ryugan.Black Out Days Sped Up	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/102905010	no	98.18%		
00023065ac--638f7edab269e52197e98494	ERSHOV, Kagramanov.Заплетай	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/76491782	no	99.80%		
00023065ac--638f7edab269e52197e98495	Lastfragment.ZOV	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107616959	no	99.99%		
00023065ac--638f7edab269e52197e98496	Imanbek, BYOR, Glockenbach.Belly Dancer	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/105563457	yes	99.94%		
00023065ac--638f7edab269e52197e98497	Zivert, Shnaps, Jay Filler.Life	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/51438764	no	72.72%		
00023065ac--638f7edab269e52197e98498	Moonkids.Time To Shine	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/106270026	no	99.93%		
00023065ac--638f7edab269e52197e98499	German Geraskin.Sleep Alone	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107462338	no	99.99%		
00023065ac--638f7edab269e52197e9849a	ДжаЯмми.Туман	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/67948385	no	99.99%		
00023065ac--638f7edab269e52197e9849b	Ислам Итляшев.Кобра	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/95268724	no	99.99%		
00023065ac--638f7edab269e52197e9849c	Mr.Kitty.After Dark	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/48599305	no	51.19%		
00023065ac--638f7edab269e52197e9849d	Judge Neal, Nito-Onna.Voyage Voyage	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/82150146	yes	99.93%		
00023065ac--638f7edab269e52197e9849e	Zack Mia.Osiris	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/25692963	no	33.33%		
00023065ac--638f7edab269e52197e9849f	Jaydan Wolf, Te Pai, Kosimo.Smells Like Teen Spirit	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/106115249	yes	99.93%		
00023065ac--638f7edab269e52197e984a0	Агата Кристи.Как на войне	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/28123186	no	99.72%		
