track_id,artistsName,trackTitle,text,isCover,rating,rating_nan,title_regex_flag,other_titles_regex_flag,version_regex_flag
68938482,"Timran, ZELL, Batrai, Aslai",Не пускайте танцевать,"Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать

Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать

Не пускайте меня снова с нею танцевать
А иначе на утро нас будет не узнать
Мы завалимся куда-то, где не будут ждать
И не будем никому мы двери отварять

Я заберу вновь с собой, не сможет сказать нет
И мы до воли вдвоем, взлетим дальше от бед
Как она смотрит издали в манящих глазах
Я вижу всё не пускайте к ней, нет, не надо

Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать

Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать

Дикие движения твои, моя лока
Пока музыка кроет нас тут без умолку
Я ничего сам не осознавал
Твои изгибы снесли наповал

Хватай меня, тащи туда, где нас накроют мотивы заветные
Нам души грели они, дарили связь с тобой нам неведомую
Дикие движения твои, моя лока
Пока музыка кроет нас тут без умолку

Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать

Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать

Не пускайте меня снова с нею танцевать
А не то до боли пропадем мы с ней опять
И не надо после этого нас с ней искать
Не пускайте меня снова с нею танцевать",0,231349,False,False,False,False
108466036,Alex Menco,Next,,0,119693,False,False,False,False
106339740,Люся Чеботина,ПЛАКАЛ ГОЛЛИВУД,"Когда заходит он
Все смотрят только на него
Он из тех мужчин
С кем как за каменной стеной

Он словно из кино
Решительный, холодный взгляд
Кто твоя Мадлен, Бонд
Стоп, это же я

Все постоянно говорят
Что счастье любит тишину
А я хочу, чтобы на нас
Глядя, плакал Голливуд

Все постоянно говорят
Что счастье любит тишину
А я хочу, чтобы на нас
Глядя, плакал Голливуд

В моей копилке много разбитых сердец
И каждый так хотел счастливый конец
И каждый так надеялся на что-то большее
А мне, кроме тебя, никто не нужен больше

И если против нас будет весь мир
Я не перестану тебя любить
И даже если вдруг за нами погоня
Ты будешь стрелять, я – подавать патроны

Все постоянно говорят
Что счастье любит тишину
А я хочу, чтобы на нас
Глядя, плакал Голливуд

Все постоянно говорят
Что счастье любит тишину
А я хочу, чтобы на нас
Глядя, плакал Голливуд

Все постоянно говорят
Что счастье любит тишину
А я хочу, чтобы на нас
Глядя, плакал Голливуд

Все постоянно говорят
Что счастье любит тишину
А я хoчу, чтобы на нас
Глядя, плакал Голливуд",0,607593,False,False,False,False
104964266,ANNA ASTI,По барам,"Ты ночной кошмар, что растаял по утру
Я по-прежнему красива, хоть казалось, что умру
Между нами дым, слёзы и горящий мост
Пусть со мной так сложно было, но и ты, пацан, не прост

Мне очень жалко твою новую девчонку
Я не ревную, правда, я же отпустила
Начнёшь oпять издалека и потихоньку
Посмотришь stories, дальше лайк и закрутилось

И понеслась, опять звонки утром в миноре
Так было сотни раз, пока я не остыла
Но ты не понял при последнем разговоре
Я поумнела или просто разлюбила

А ты по барам, в пьяном угаре
Что же ты, парень, снова вспоминаешь о том
Как мы гуляли по тротуарам
Мокрым и старым, утром под дождём босиком

По барам, я твоя кара
Я твоя карма, ты найдёшь в толпе мой типаж
Ты подкатил, и она запала
Но это вновь не я, а мираж

Ты ночной кошмар, что летит на крыльях ночи
Тебя тянет ко мне, а меня к тебе не очень
Ты не приезжай, недолюбленный мальчик
Перестань меня ждать под окном своей тачки

Я не свечу уже давно геолокацию
И не хожу в места, в которых мы тусили
Чтоб ты не смог совсем никак ко мне добраться
Все наши фото не в архиве, а в корзине

А ты по барам, в пьяном угаре
Что же ты, парень, снова вспоминаешь о том
Как мы гуляли по тротуарам
Мокрым и старым, утром под дождём босиком

По барам, я твоя кара
Я твоя карма, ты найдёшь в толпе мой типаж
Ты подкатил, и она запала
Но это вновь не я, а мираж

Мне не нужны твои звонки утром в миноре
Я не скучаю по тебе уже нисколько
Сказала лишь одно в последнем разговоре
""Мне очень жалко твою новую девчонку""",0,1023430,False,False,False,False
108103901,MACAN,"Плачь, но не звони","А-а-а
Плачь, но не звони (но не звони, но не звони)
Е-е, е-е

Плачь, но не звони ему никогда
Бизнес такси, и вылет из Внуково
Сердце так сильно бьёт в груди стуками
Что-то так сильно просит вернуть его

Ты плачь, но не звони ему никогда
Бизнес такси и вылет из Внуково
Я знаю, болит, но это не навсегда
И у него заболит так, как никогда

Слёзы смывают тушь, е, холодный душ, е
И где он был, когда он был тебе так нужен?
Его сердце не слышало, и ты своё не слушай
Холодный виски, но он обжигает душу

Он будет звонить — не бери, пусть поболит
Пусть вопросы не бьются с ответами
Ты не мешай алкоголь с сигаретами
Даже если так не болело до этого

Не беги по тусовкам, не шатайся по клубам
Нахуй они нужны тебе, им дарить свои губы?
Подруга, сейчас вряд ли стоит набирать подругам
Стоит выдохнуть, чтобы всё снова не пошло по кругу

Он будет звонить — не бери, пусть поболит
Пусть вопросы не бьются с ответами
Ты не мешай алкоголь с сигаретами
Даже если так не болело до этого

Плачь, но не звони ему никогда
Бизнес такси и вылет из Внуково
Сердце так сильно бьёт в груди стуками
Что-то так сильно просит вернуть его

Ты плачь, но не звони ему никогда
Бизнес такси, и вылет из Внуково
Я знаю, болит, но это не навсегда
И у него заболит так, как никогда

Плачь, но не звони ему никогда
Бизнес такси и вылет из Внуково
Сердце так сильно бьёт в груди стуками
Что-то так сильно просит вернуть его

Ты плачь, но не звони ему никогда
Бизнес такси и вылет из Внуково
Я знаю, болит, но это не навсегда
И у него заболит так, как никогда",0,340781,False,False,False,False
81848875,Galibri & Mavik,Федерико Феллини,"Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине

Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине

Ой вай, война, эти чёрные глаза
Ой вай, война, я уже схожу с ума
Она точит динамит! Ща рванёт - не подходи
Всё внутри меня горит! Ну-ка, бармен, повтори! (Да)

Ты такая одна, ты так беспощадна
Хочу к тебе подкатить, но маловероятно
Всё внутри меня горит! Ну-ка, бармен, повтори!
Ой бы, щас бы нам с тобою на Бали

Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине

Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине

Будь моей, моей, моей!
И нам светят тысячи огней
И получим мы свой Оскар
Улетим за семь морей
(За семь морей, давай!)

Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине

Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине

Я как Федерико Феллини!
Дайте Оскар этой Богине
Словно кукла Барби на витрине
Хочет главную роль в картине",0,478003,False,False,False,False
108315321,Miyagi & Эндшпиль,Временно,"Погода карала битом, игривый настр прятал пули в строках
Небо, лови меня, я ударил в грязь лицом, залипли в окна
Пекло слов, что затмевало солнце, не горело больше
Давно стерегу тебя творчеством — так и продолжу

Лирика, лирика дистрикта всегда обитала близко
Люди городили чушь порой, да так, что не остепениться
Мёртвые души, громкие выстрелы, бледные лица
Мы говорили за гетто, детка, было двадцать, стало тридцать (а)

Тут каждый может задеть за живое
Новости, панчи собак, да слухи толкали гнилое
Грёбаный пустослов окинет взглядом тело в коридоре
Те, которые бежали за ветром, больше не искали море (а)

Тут день сурка каждый божий день
Липкий тёмный стафф разбудил эту тягу к воде
Будешь на устах или же в ах*** будешь на дне
Те, которые бежали за ветром, будто сгорели в огне

Время, не делай из меня ты
Демона, демона, демона, демона, демона
Оставлю здесь после себя лишь свет
Ведь все мы тут временно, временно, временно
Время, не делай из меня ты
Демона, демона, демона, демона, демона
Оставлю здесь после себя лишь свет
Ведь все мы тут временно, временно, временно

Моё пристрастие подобно выстрелу
Я хотел тебя спасти впопыхах
Впопыхах найти хоть что-то чистое
День за днём раздувал огонь в этих куплетах
Говори мне, что угодно, один х** – я весь на нервах
Хоть и, бывало, выпадал
Из контекста вырванные фразы спасались бегством

Тут в ауте скрывались в Audi, путались в правде
Держим курс на студию, хорошо ведь там, где
Нас не нае*** — мы научились делать выводы
Орки под ногами, так ведь, поделом им, ироды
Где-то жёстко, где-то здраво, а
Имею мнение, имею право, ага
Всё циклично — меняется погода
Вместе с ней и ценности, и восприятие, опять по новой
С плотным басом чувствую себя прекрасно
Андеграунд как приговор, но для кого-то – царство

Время, не делай из меня ты
Демона, демона, демона, демона, демона
Оставлю здесь после себя лишь свет
Ведь все мы тут временно, временно, временно

Время, не делай из меня ты
Демона, демона, демона, демона, демона
Оставлю здесь после себя лишь свет
Ведь все мы тут временно, временно, временно

Время, не делай из меня ты
Демона, демона, демона, демона, демона
Оставлю здесь после себя лишь свет
Ведь все мы тут временно, временно, временно

Время, не делай из меня ты
Демона, демона, демона, демона, демона
Оставлю здесь после себя лишь свет
Ведь все мы тут временно, временно, временно",0,498458,False,False,False,False
106246540,"Markul, Тося Чайкина",Стрелы,"В сердце бахнули стрелы
Я хочу, чтобы они мимо меня пролетели
В сердце бахнули стрелы
Но я хочу, чтобы они мимо меня пролетели

(В сердце, в сердце, в сердце) в сердце бахнули стрелы
Я хочу, чтобы они мимо меня пролетели
В сердце бахнули стрелы
Но я хочу, чтобы они мимо меня пролетели

Ровно 4:20
Мне так хорошо, я не хочу меняться
Она любит Тиффани, хочет в Париж
Но я где-то в Брикстоне еду на движ

Мой mood простой: не жить до зарплаты
Деньги на стол кидаю лопатой
Я не нашёл путь лучше для брата
Да, я засыпал broke, проснулся богатым, Марк (на)

Ты танцуешь как будто одна, но я делаю вид, что умею быть скромным
Мы не скроемся точно, сколько не поменяли бы комнат
Я смотрю на тебя и жалею, что мы это даже не вспомним
Но, увы, это даже не спойлер. Я снова услышу

Ты холодный снежный принц
Внутри твоей груди красные языки
И отбившись от всех птиц, стрелы летят в меня
Я падаю, лови

(В сердце, в сердце, в сердце) в сердце бахнули стрелы
Я хочу, чтобы они мимо меня пролетели
В сердце бахнули стрелы
Но я хочу, чтобы они мимо меня пролетели

Позади ночь, впереди опасность
Мы с тобой молча летим на красный
Ты так хотела увидеть звёзды
Но я покажу только как они гаснут

За окном East End из переходов и стен
Он не играет ни с кем, кидает вниз-вверх
Я не покажу тебе свет (что?)
Почему же ты ещё здесь? (Я, на)

Ты танцуешь как будто одна, но я делаю вид, что умею быть скромным
Мы не скроемся точно, сколько не поменяли бы комнат
Я смотрю на тебя и жалею, что мы это даже не вспомним
Но, увы, это даже не спойлер. Я снова услышу

Ты холодный снежный принц
Внутри твоей груди красные языки
И отбившись от всех птиц, стрелы летят в меня
Я падаю, лови

(В сердце, в сердце, в сердце) в сердце бахнули стрелы
Я хочу, чтобы они мимо меня пролетели
В сердце бахнули стрелы
Но я хочу, чтобы они мимо меня пролетели

В сердце бахнули стрелы
Я хочу, чтобы они мимо меня пролетели
В сердце бахнули стрелы
Но я хочу, чтобы они мимо меня пролетели",0,865433,False,False,False,False
108549701,Баста,Вечно молодой,,1,511472,False,False,False,False
88556565,"Lofi Fruits Music, Chill Fruits Music",Take Me To Church,,1,131636,False,False,False,False
106577846,Нодар Ревия,Аэропорты,"Не зная боли
Не зная слёз
Он шёл за ней в неволе
У шипов этих роз

Аэропорты и города
Он проплывал, не зная
Собирая в сердце лишь
Кусочки льда

Собирай меня по осколкам
Вряд ли ты поранишься снова
Мне не остаётся другого
Только улетать за тобою

Города меняются, но оставляют след
Воспоминаний о прошлом, их больше нет
Есть только ты и желание улететь
Неважно где, но я точно хочу к тебе

Твои глаза океаны
Ты выливаешь обиды
И потопляешь все раны
В тебе

Внутри бушуют вулканы
Но всё пройдёт
Надо только лишь дотерпеть

Не зная боли
Не зная слёз
Он шёл за ней в неволе
У шипов этих роз

Аэропорты и города
Он проплывал, не зная
Собирая в сердце лишь
Кусочки льда

Не зная боли
Не зная слёз",1,406841,False,False,False,True
